rel_type,child_part_num,parent_part_num
P,47753pr0003,47753
P,3626bpr0043,3626b
P,3011pr0020,3011
P,3846pr0005,3846
P,14769pr1018,14769
P,3005pr9995,3005
P,3009pr0037,3009
P,36113pr0001,36113
P,47472pr0001,47472
P,6069pr0004,6069
P,89140pr0002,89140
B,36512b,36512c01
P,3626cpr1251,3626c
R,23715b,23715a
P,3626cpr3160,3626c
P,4744pr0047,4744
P,3008apr0003,3008a
P,973c27h01pr2084,973c27h01
P,3298pr0008,3298
P,3298pr0009,3298
P,30380pr0001,30380
P,3626cpr9833,3626c
P,50995pr0004,50995
P,3626cpr2984,3626c
P,6309pr0130,6309
P,85863pr0068,85863
P,3003pr0016,3003
P,85863pr0069,85863
P,85863pr0070,85863
P,85863pr0071,85863
P,85863pr0072,85863
P,85863pr0073,85863
P,3024pr0001,3024
P,85863pr0074,85863
P,87079pr0025,87079
P,85863pr0075,85863
P,3626bpr0286,3626b
P,85863pr0076,85863
P,85863pr0077,85863
P,85863pr0078,85863
P,3626apr0004,3626a
P,85863pr0079,85863
P,90639pr0014,90639
P,3069bpr0202,3069b
A,92339,4093
P,85863pr0080,85863
P,3626cpr1101,3626c
P,85863pr0081,85863
P,85863pr0082,85863
P,85863pr0083,85863
P,85863pr0084,85863
P,85863pr0085,85863
P,85863pr0086,85863
P,85863pr0087,85863
P,970c00pr0291,970c00
P,85863pr0088,85863
P,85863pr0089,85863
P,85863pr0090,85863
P,85863pr0091,85863
P,85863pr0092,85863
P,973c27h01pr0079,973c27h01
P,973c27h01pr0077,973c27h01
P,973c27h01pr0037,973c27h01
P,973c27h01pr0003,973c27h01
P,973c27h01pr0046,973c27h01
P,973c27h01pr0061,973c27h01
P,3626bpr0330,3626b
P,30366pr0008,30366
P,3068bpr0102,3068b
P,2431pr0038,2431
P,3626bpr0349,3626b
P,10509pr0003,10509
P,41671pr0005,41671
P,3626bpr0562,3626b
T,16768pat0001,16768
P,98342pr0001,98342
P,3069bpr0097,3069b
P,3960pr0020,3960
P,3005pr9954,3005
P,3626bpr1029,3626b
P,57895pr0007,57895
P,54092c01pr0001,54092c01
P,970c00pr0485,970c00
P,30163c01pr0001,30163c01
P,6179pr0006,6179
P,3245cpr9995,3245c
P,3596pr0003,3596
P,50944pr0002,50944
P,98072pr0006,98072
M,713a,713
P,40380c01pr0003,40380c01
R,3822,3821
P,4066pr0213,4066
P,3626bpr0647,3626b
P,3003pr1002,3003
R,20691pr0003,20690pr0001
A,61254,3483
P,21019c00pat013pr1820,21019c00pat013
P,30649pr0003,30649
P,21019c00pat002pr1825,21019c00pat002
P,3626bpr0579,3626b
P,3626bpr0265,3626b
P,4066pr0188,4066
P,85863pr0093,85863
P,85863pr0094,85863
P,15554pr0001,15554
P,85863pr0099,85863
P,85863pr0101,85863
P,85863pr0102,85863
P,85863pr0103,85863
P,85863pr0108,85863
P,85863pr0110,85863
P,30374pr0001,30374
P,3003pr0023,3003
P,85863pr0111,85863
P,85863pr0113,85863
P,85863pr0114,85863
P,85863pr0115,85863
P,85863pr0116,85863
P,85863pr0117,85863
A,38190,37046
P,85863pr0118,85863
P,85863pr0119,85863
P,85863pr0120,85863
P,85863pr0121,85863
P,30102pr0002,30102
P,85863pr0122,85863
P,85863pr0123,85863
P,85863pr0124,85863
P,85863pr0125,85863
P,85863pr0126,85863
P,85863pr0127,85863
P,85863pr0128,85863
P,85863pr0129,85863
P,85863pr0130,85863
P,970c00pr0252,970c00
B,34721b,34721c01
P,3245apr0002,3245a
P,3298pr0007,3298
P,973pr9,3814
P,3626cpr2015,3626c
P,13336pr0004,13336
R,87750,87748pr0003
P,32171pr0011,32171
P,26831pr0004,26831
P,30250pr0002,30250
P,21562pr0003,21562
P,3626bpr0319,3626b
P,90640pr0040,90640
P,48494pr0005,48494
P,90639pr0007,90639
P,2431pr0021,2431
P,973c02h02pr2018,973c02h02
P,3069bpr0230,3069b
B,98138pr0214,77485
M,60902,74699
P,3626cpr1217,3626c
P,4066pr0082,4066
P,21560pr0005,21560
P,21560pr0015,21560
P,3626bpr0132,3626b
P,3626bpr0248,3626b
P,3068bpr0115,3068b
P,3626cpr0548,3626c
P,970c00pr0402,970c00
P,98072pr0001,98072
P,16530c01pr0001,16530
P,87997pr0003,87997
P,upn0228pr0001,upn0228
R,20691pr0004,20690pr0001
P,2440pr0002,2440
P,3626bpr0641,3626b
P,3626cpr0010,3626c
P,51035pr0002,51035
P,970c00pr1283,970c00
P,3005pr9976,3005
P,3626cpr2021,3626c
A,3006b,3006
P,14769pr1056,14769
R,713a,712a
A,60623,60621
A,60623,76041c02
P,3068bpr0240,3068b
P,95224pr0001,95224
P,970c00pr0054,970c00
A,60623,76041c03
P,3195pr0002,3195
P,3001pr0007,3001
P,10509pr0004,10509
P,973c27h01pr0062,973c27h01
P,85863pr0132,85863
P,3626bpr0340,3626b
P,3009pr0049,3009
P,89140pr0003,89140
R,3189,3188
P,85863pr0133,85863
P,3626bpr0250,3626b
P,3626bpr0348,3626b
P,970c00pr0011,970c00
P,3626bpr0437,3626b
A,60623,60797c01
B,98138pr0217,77485
P,4066pr0177,4066
P,3626bpr0551,3626b
P,4150pr0044,4150
P,3626bpr0632,3626b
P,3626bpr0676,3626b
P,3626cpr0747,3626c
P,3626cpr0982,3626c
P,3626cpr1009,3626c
P,3626cpr1116,3626c
P,3626apr0007,3626a
P,3626cpr1121,3626c
P,3626cpr1124,3626c
P,3626cpr1126,3626c
P,65405pr0001,65405
P,3626cpr1141,3626c
P,3626cpr1147,3626c
P,98138pr0075,98138
P,3626cpr1203,3626c
P,970c00pr0037,970c00
P,3626cpr1226,3626c
P,3626cpr1229,3626c
P,3626cpr2406,3626c
P,4744pr0002,4744
P,3626cpr1231,3626c
P,3626cpr1235,3626c
P,3626cpr1237,3626c
P,3626cpr1240,3626c
P,3626cpr2459,3626c
P,3626cpr1244,3626c
P,4066pr0109,4066
P,3626cpr1246,3626c
P,3626cpr1282,3626c
P,3626cpr1470,3626c
R,47398,47397
P,3626cpr1297,3626c
P,3626cpr1300,3626c
P,3626cpr1301,3626c
P,3626cpr1303,3626c
P,3039pr0014,3039
P,3626cpr1306,3626c
P,3626cpr1310,3626c
P,3626cpr1311,3626c
P,3626cpr1313,3626c
P,3626cpr1316,3626c
P,66858pr0003,66858
P,4744pr0018,4744
P,3626cpr1318,3626c
P,3626cpr1322,3626c
P,3010pr9963,3010
A,3003e,3003
P,3005pr9923,3005
P,30650pr0003,30650
P,4215apr0014,4215a
P,3626bpr0720,3626b
P,49309pr0001,49309
P,26831pr0005,26831
P,90639pr0010,90639
A,60623,76041c01
R,3024pr0003,3024pr0004
P,36036pr0017,36036
P,3626cpr9831,3626c
P,11477pr0010,11477
P,10178pr0002,10178
P,3626cpr2014,3626c
P,16530c01pr0002,16530
P,30602pr0036,30602
P,85984pr0027,85984
P,40249pr0001,40249
P,3069bpr0027,3069b
R,713,712
P,95228pr0002,95228
P,2300pr0006,2300
P,3623pr0027,3623
P,11477pr0011,11477
P,42861pr0001,42861
P,3626bpr0629,3626b
P,32533pr0334,32533
P,37364pr0001,37364
P,3626cpr9830,3626c
P,973c02h02pr0019,973c02h02
P,3626bpr0411,3626b
P,3068bpr0218,3068b
P,3626cpr1204,3626c
P,2586pr0009,2586
P,3626bpr0696,3626b
P,3068bpr0222,3068b
P,3069bpr0024,3069b
P,3626bpr0766,3626b
P,6216pr0001,6216
P,970c00pr0748,970c00
P,3626cpr1559,3626c
P,11640pr0003,11640
P,3068bpr0223,3068b
P,3068bpr0549,3068b
P,92817c01pr0002,92817
P,3068bpr0221,3068b
P,3068bpr0220,3068b
P,98072pr0002,98072
P,3960pr0035,3960
P,3626cpr3206,3626c
P,98138pr0159,98138
P,21019c00pat004pr0002,21019c00pat004
P,3068bpr9725,3068b
M,92263,3188
P,3626cpr1337,3626c
P,973c19h19pr2101,973c19h19
R,scalaupn0089,6940
R,88323,42529
P,2362apr0001,2362a
P,3626cpr1370,3626c
P,3004pr9970,3004
P,3626cpr1372,3626c
P,3626cpr1373,3626c
P,970c00pr1873,970c00
P,3626cpr9828,3626c
P,3626cpr1471,3626c
P,3068bpr0010,3068b
P,970c00pr1875,970c00
M,6223,3003
P,3068bpr0011,3068b
P,3068bpr0012,3068b
P,3846pr0022,3846
P,98138pr0160,98138
P,3068bpr0138,3068b
M,3626bpr0754,3626cpr0754
P,3068bpr0166,3068b
P,3068bpr0224,3068b
P,3068bpr0228,3068b
P,3068bpr0229,3068b
P,973ph7,3814
P,973pb0195,3814
P,4088pr0004,4088
P,87079pr0005,87079
P,87079pr0046,87079
P,87079pr0056,87079
P,87079pr0058,87079
P,3960pr9998,3960
P,87079pr0059,87079
P,3626cpr1196,3626c
P,87079pr0062,87079
P,98138pr0015,98138
P,970c00pr9922,970c00
P,98138pr0016,98138
P,98138pr0017,98138
P,98138pr0018,98138
P,98138pr0019,98138
P,98138pr0020,98138
P,98138pr0021,98138
P,3069bpr0045,3069b
P,41854pr0015,41854
R,42716,55978
R,42716,55976
P,970c00pr0258,970c00
P,32171pr0007,32171
P,40373pr0004,40373
R,42716,53992
P,3626bpr1045,3626b
P,3626bpr0757,3626b
P,90639pr0009,90639
P,970c00pr0711,970c00
P,2446pr0044,2446
A,2878c02,2878c01
P,3062bpr0028,3062b
B,95054,94158
T,61406pat0001,61406
A,53401,74746
A,973c13h13pr4006,973c13h13pr3094
P,10509pr0002,10509
P,3297pr0024,3297
P,3009pr0001,3009
P,30602pr0020,30602
R,713b,712b
P,60603pr6006,60603
P,973c02h02pr0337,973c02h02
P,6309pr0075,6309
P,3068bpr0081,3068b
P,4536pr0002,4536
P,3068bpr0134,3068b
P,98068pr0001,98068
A,60623,76041c04
P,3626bpr0742,3626b
P,973pas,3814
P,6216pr0003,6216
P,973p82,3814
P,3626cpr1648,3626c
R,13760,13756
M,17979,51000
M,92262,3189
P,3626bpr0354,3626b
P,3069bpr0238,3069b
P,92817c01pr0001,92817
P,3626cpr2028,3626c
P,3005pr9930,3005
P,20401pr0001,20401
P,3245bpr0003,3245b
P,14769pr1029,14769
R,122c02,4288
P,35700pr0007,35700
R,87750,87748pr0004
P,31110pr0072,31110
P,3626cpr1818,3626c
P,98138pr0038,98138
P,3068bpr0548,3068b
R,3464,2415
P,30261pr0006,30261
P,3626cpr1872,3626c
M,19482,26674
P,28621pr3139,28621
P,21019c00pat017pr1815,21019c00pat017
P,3069bpr0248,3069b
P,3068bpr0031,3068b
P,28621pr3166,28621
M,28621pr3166,3626cpr3166
P,4215bpr0003,4215b
P,3626cpr2024,3626c
P,21019c00pat004pr1824,21019c00pat004
P,3626bpr0151,3626b
P,3626bpr0167,3626b
P,4515pr0002,4515
P,98138pr0023,98138
P,3626cpr2007,3626c
P,3039pr9972,3039
P,3626cpr2032,3626c
P,3626cpr2025,3626c
P,3626cpr2020,3626c
P,3626cpr2023,3626c
P,3626cpr2026,3626c
P,3626cpr2008,3626c
P,3626cpr2017,3626c
P,3626cpr2030,3626c
P,3626bpr0217,3626b
P,3626cpr2031,3626c
P,2654pr0019,2654
P,970c00pr1117,970c00
P,3005pr9893,3005
M,33bc02,33bc01
P,3626cpr9782,3626c
P,3626bpr1096,3626b
P,970c00pr1110,970c00
A,15450,2222
P,3068bpr9864,3068b
P,32171pr0045,32171
M,468c02,468c03
P,3005pr9987,3005
P,10113pr0003,10113
P,3626cpr2018,3626c
P,93070pr0002,93070
P,970c00pr0049,970c00
P,3005pr9938,3005
P,3626bpr9979,3626b
P,3626bpr0320,3626b
P,4066pr0239,4066
P,3009pr0019,3009
P,2431pr0065,2431
P,2587pr0022,2587
B,95049,94158
T,61406pat0002,61406
A,53400,74747
P,3960pr0001,3960
T,85959pat0007,85959
P,98835pr0003,98835
P,47471pr0001,47471
P,3068bpr0003,3068b
P,3626cpr0525,3626c
P,3626bpr0541,3626b
P,973pb1227,3814
P,47753pr0018,47753
P,3068bpr0266,3068b
R,92755pr0001,92754pr0001
P,3626cpr0792,3626c
P,6251pr0004,6251
M,14137,30407
M,32533,32171
P,4066pr0203,4066
P,45706pr0001,45706
P,32533pr0132,32533
P,30603pr0010,30603
P,12895pr0001,12895
R,92263,92262
M,86208,3959
A,19001,90109
P,3626bpr0337,3626b
P,41854pr0013,41854
P,3298pr0043,3298
P,3622pr0008,3622
P,3005pr9933,3005
R,89648,89649
P,3068bpr0400,3068b
A,50373,2399
P,2528pr0006,2528
P,66565pr0007,66565
P,16925c01pr0005,16925
P,3626cpr1299,3626c
P,32533pr0184,32533
P,4066pr0141,4066
P,6309pr0128,6309
R,40244,40243
P,3437pr0017,3437
P,3010pr9944,3010
P,3005pr9971,3005
P,66565pr0008,66565
A,60623,60797c03
P,3068bpr9724,3068b
M,59426,32209
P,98153pr0001,98153
M,28621pr3139,3626cpr3139
P,3068bpr0028,3068b
P,41748pr0001,41748
P,3070bpr0146,3070b
P,3626bpr0727,3626b
P,42060pr0004,42060
P,970c00pr0044,970c00
T,61406pat0004,61406
P,3004pr9964,3004
P,3297pr0010,3297
M,28621pr3140,3626cpr3140
P,6256pr0002,6256
A,57878,2879
P,2587pr0021,2587
B,95050,94158
P,2446pr0054,2446
R,30116pr0002,30116pr0001
R,4181pr0002,4182pr0002
P,970c00pr0287,970c00
P,32533pr0125,32533
P,32533pr0117,32533
P,3626bpr0068,3626b
P,66565pr0009,66565
P,649pr0012,649
A,3626cpr0389,3626cpr2523
P,3068bpr0127,3068b
P,3068bpr0209,3068b
P,3626bpr0576,3626b
P,3626bpr0327,3626b
P,3626cpr1207,3626c
P,42022pr0002,42022
P,60581pr0021,60581
P,21019c00pat017pr1822,21019c00pat017
P,3069bpr0005,3069b
P,3626bpr0928,3626b
P,11269pr0002,11269
P,24593pr0005,24593
P,3626cpr1609,3626c
B,upn0172,468c03
M,60700,6015
P,3005pr0063,3005
P,3846pr0024,3846
A,98834pr0003,98834pr0002
P,98138pr0125,98138
P,970c00pr0061,970c00
P,3626cpr1588,3626c
P,32533pr0265,32533
P,3623pr0008,3623
P,3678bpr0027,3678b
R,87750,87748pr0005
P,3664pr0021,3664
P,3003pr0008,3003
P,3068bpr0274,3068b
M,3626bpr0525,3626cpr0525
P,4744pr0009,4744
P,2525pr0002,2525
P,98153pr0002,98153
P,2587pr0005,2587
P,32533pr0361,32533
P,12610pr0001,12610
P,11055pr0009,11055
P,2431pr0061,2431
P,3626cpr0760,3626c
P,3069bpr0008,3069b
P,4066pr0183,4066
P,3069bpr0009,3069b
P,3069bpr0134,3069b
P,3069bpr0136,3069b
P,50747pr0008,50747
P,30145pr0002,30145
P,upn0244pr0005,upn0244
P,3846pr0036,3846
P,30626pr0002,30626
P,3626bpr0131,3626b
P,3626bpr0154,3626b
P,98603s02pr0007,98603
T,61406pat0005,61406
P,970c00pr0024,970c00
P,10051pr0001,10051
R,13206pr0001,11429pr0001
P,2586pr0026,2586
P,32533pr0416,32533
P,4066pr0220,4066
P,3622pr0064,3622
P,26393pr0006,26393
P,14769pr9992,14769
P,32533pr0565,32533
A,dupupn0029c01,dupupn0029c02
B,98138pr0218,77485
P,98223pr0006,98223
P,973c27h01pr0064,973c27h01
P,970x023pr0001,970x023
P,3070bpr0171,3070b
P,14769pr1058,14769
P,14769pr1070,14769
P,973c27h01pr0065,973c27h01
P,14769pr1060,14769
P,31111pr0022,31111
P,3005pr9900,3005
P,4066pr0208,4066
P,973c27h01pr0024,973c27h01
P,3626cpr1476,3626c
P,4515pr0004,4515
P,4066pr0125,4066
P,3069bpr0112,3069b
B,95051,94158
P,3040bpr0008,3040b
P,3039pr9985,3039
P,2587pr0011,2587
R,2493a,2494
P,87990pr0001,87990
P,3068bpr0098,3068b
P,3298pr0004,3298
P,3626bpr0105,3626b
M,11055,2335
P,30225pr0001,30225
P,3626bpr0906,3626b
P,4744pr0011,4744
P,3626bpr1056,3626b
A,38190,13276
P,89140pr0004,89140
P,973c27h01pr0018,973c27h01
P,973c27h01pr0168,973c27h01
P,973c27h01pr0111,973c27h01
P,50990apr0002,50990a
P,3626cpr1068,3626c
R,87750,87748pr0006
P,3009apr0021,3009a
P,3008apr0022,3008a
P,3626cpr1643,3626c
P,3626cpr1645,3626c
P,6069pr0007,6069
P,3626cpr1647,3626c
M,87697,6015
P,3005pr9979,3005
P,973pb0747,3814
P,98342pr0005,98342
P,3068bpr0275,3068b
P,98344pr0003,98344
A,60623,60797c02
A,60623,60797c04
P,3005pr9986,3005
P,2431pr0062,2431
P,50747pr0009,50747
P,98603s02pr0005,98603
M,30151a,30151
P,14769pr1143,14769
P,51675pr0002,51675
P,973c01h01pr9824,973c01h01
P,3068bpr0358,3068b
P,28621pr3140,28621
P,89140pr0005,89140
P,2431pr0084,2431
P,98138pr0089,98138
P,3626bpr0333,3626b
P,3626bpr0873,3626b
P,98138pr0139,98138
P,4066pr0267,4066
P,2586pr0019,2586
P,3009apr0005,3009a
P,20601pr0001,20601
P,3626cpr1557,3626c
B,2878,2878c01
P,30231pr0001,30231
P,4744pr0037,4744
P,3626cpr1760,3626c
P,3626cpr1558,3626c
P,6309pr0127,6309
P,3010pr9978,3010
P,3626bpr0004,3626b
P,3039pr0004,3039
P,4066pr0221,4066
B,2878,2878c02
P,32533pr0382,32533
P,13565pr0001,13565
P,98138pr0028,98138
M,3626cpr0831,3626bpr0831
R,7039,7049a
R,7039,7049bc01
P,2431pr0042,2431
P,2587pr0018,2587
P,18983pr0001,18983
R,2421,4488
R,3640,3639
P,3009pr0047,3009
A,dupupn0029c03,dupupn0029c02
P,85974pr0001,85974
B,95052,94158
P,upn0103pr0001,upn0103
R,2493b,2494
P,3009apr0006,3009a
P,3626bpr0444,3626b
P,3626bpr0902,3626b
P,32533pr0468,32533
P,32533pr0543,32533
P,32533pr0536,32533
P,3626bpr0099,3626b
P,3626bpr1021,3626b
P,3626bpr1170,3626b
B,973p0b,973c27h01pr0015
R,70961,2989
P,2513pr0001,2513
P,32533pr0646,32533
P,3626cpr0861,3626c
P,3068bpr9723,3068b
P,4744pr0012,4744
P,3008apr0019,3008a
R,60642c01,60639c01
P,1022Apr0131,1022A
P,3069bpr0140,3069b
P,98344pr0002,98344
P,13744pr0001,13744
P,3623pr0010,3623
P,2446pr0024,2446
P,2654pr0006,2654
T,54821pat0002,54821
P,3623pr0009,3623
P,3622pr9997,3622
P,1022Apr0132,1022A
P,973pb0941,3814
P,98603s02pr0002,98603
P,2528pr0007,2528
M,30151b,30151
P,3623pr9999,3623
P,3626cpr9844,3626c
P,973pb0170,3814
P,10312pr0001,10312
P,973pb0307,3814
P,32533pr0314,32533
P,3626bpr0725,3626b
P,30166pr0001,30166
P,15875c01pr0001,15875
P,1022Apr0133,1022A
P,973pb0362,3814
T,53562pat0001,53562
P,32474pr1009,32474
P,3626bpr0238,3626b
P,3069bpr9989,3069b
P,973c27h01pr1995,973c27h01
P,2525pr0004,2525
P,1022Apr0134,1022A
P,1022Apr0135,1022A
P,3811pr0004,3811
P,970x027pr0002,970x027
P,24093pr0001,24093
P,4066pr0247,4066
P,3626bpr0281,3626b
P,2431pr0075,2431
P,97000pr0001,97000
R,7039b,7049a
R,7039b,7049bc01
R,24093pr0001,24324
P,3069bpr0159,3069b
P,3008pr0040,3008
A,43045,98286
P,3039pr0114,3039
P,10bpr0006,10b
P,32533pr0429,32533
A,57051,70720
R,4868a,4869
R,3597,3639
P,3009apr0007,3009a
P,upn0103pr0002,upn0103
P,970c00pr0472,970c00
R,70962,2991
P,69934pr0003,69934
P,3008pr0013,3008
P,3069bpr0314,3069b
P,3626cpr0813,3626c
R,25386,33078
P,3626cpr1982,3626c
P,3626cpr1954,3626c
P,3068bpr9722,3068b
P,970c00pr1076,970c00
P,970c00pr1103,970c00
P,3626cpr1111,3626c
P,69934pr0004,69934
P,3626cpr1999,3626c
P,970c00pr1101,970c00
P,970c00pr1100,970c00
P,3626cpr1997,3626c
P,3626cpr1998,3626c
P,19729pr0037,19729
B,95053,94158
A,69819,41678
P,3005pr9967,3005
P,32533pr0279,32533
P,3626bpr0490,3626b
P,3070bpr0130,3070b
P,3960pr0008,3960
P,3626bpr0887,3626b
P,3297pr0026,3297
P,3068bpr0107,3068b
M,3049d,3049c
P,3626bpr0754,3626b
P,3068bpr0157,3068b
P,3960pr9980,3960
P,3070bpr0242,3070b
P,3678bpr0008,3678b
P,3626cpr9890,3626c
P,3626bpr0570,3626b
P,30647pr0004,30647
P,16925c01pr0143,16925
P,92198pr0189,92198
P,16925c01pr0144,16925
P,98344pr0001,98344
P,3622pr0010,3622
P,3622pr0009,3622
P,13744pr0002,13744
P,87613pr0001,87613
P,3626bpr0707,3626b
P,11055pr0005,11055
A,60623,60616b
P,973c35h01pr1994,973c35h01
P,973pr0,3814
P,3626bpr0492,3626b
P,98603s02pr0004,98603
A,3009a,3009
P,970c00pr0189,970c00
P,98603s02pr0006,98603
P,30151bpr0002,30151b
P,3069bpr0113,3069b
T,44359pat0002,44359
T,53562pat0002,53562
P,970x028pr0003,970x028
P,32533pr0212,32533
P,90541pr0001,90541
P,92198pr0111,92198
P,3626bpr9994,3626b
P,2456pr0001,2456
P,970c00pr0407,970c00
P,2494pr0001,2494
P,98138pr0088,98138
P,2384pr0004,2384
P,3002apr0008,3002a
P,3626cpr2387,3626c
P,6881pr0001,6881a
P,75902pr0028,75902
P,36036pr0001,36036
P,6180pr0010,6180
P,32533pr0357,32533
A,970c00pr1867,970c00pr1865
P,3626cpr0831,3626c
P,45409pr0001,45409
P,4066pr0266,4066
P,3626cpr1179,3626c
P,98496pr0003,98496
P,18832pr0001,18832
P,48494pr0002,48494
P,3626cpr1010,3626c
R,7039c,7049a
R,7039c,7049bc01
R,upn0383a,458
T,16709pat0001,16709
P,18827pr0001,18827
R,4868b,4869
R,3640,3315
P,3626bpr0298,3626b
R,3597,3315
P,3846pr0006,3846
P,3297pr0013,3297
P,3069bpr0150,3069b
P,4162pr0037,4162
P,970c00pr0530,970c00
P,3005pr0013,3005
P,3626bpr0817,3626b
P,88646pr0001,88646
P,93273pr0001,93273
T,21019c00pat006,21019c00
P,3068bpr0009,3068b
T,21019c00pat005,21019c00
R,18590,18585
R,2231,2230
P,3297pr0007,3297
P,2586pr0002,2586
P,55240pr0001,55240
P,2335pr0015,2335
R,46304,87555
R,30501,30502
T,47326pat0001,47326
M,18352,40001
B,2550,2550c01
R,85207pb01,85054pb01
P,970c00pr0203,970c00
P,3040bpr0009,3040b
P,2723pr0005,2723
P,2446pr0052,2446
P,3626bpr0721,3626b
P,3068bpr0141,3068b
A,97489,37046
P,89140pr0006,89140
P,3626bpr0467,3626b
P,3626cpr0921,3626c
P,24093pr0006,24093
B,20286a,20286c01
P,3023pr0001,3023
P,4744pr0032,4744
P,93606pr0001,93606
P,3626bpr0667,3626b
R,2468pr0001,2468pr0002
P,3009apr0011,3009a
P,3626bpr0944,3626b
P,96204pr0001,96204
P,3008apr0011,3008a
P,33009pr0007,33009
P,6474pr9978,6474
P,3626cpr9706,3626c
M,3067,3009a
P,4162pr0005,4162
P,6309pr0132,6309
P,3009pr0040,3009
P,970c00pr1512,970c00
P,98069pr0001,98069
M,3626cpr0800,3626bpr0800
P,2300pr0004,2300
P,98653pr0006,98653
P,30230pr0001,30230
P,98343pr0002,98343
P,3626bpr0315,3626b
P,3068bpr0029,3068b
M,43892,80497
P,32171pr0008,32171
R,242c01,7049a
R,242c01,7049bc01
P,11055pr0007,11055
P,4150pr0038,4150
P,3626bpr0077,3626b
P,75902pr0029,75902
R,3480,3481
P,21560pr0019,21560
P,11055pr0004,11055
P,upn0103pr0003,upn0103
P,11055pr0006,11055
P,973pb1273,3814
P,973pb0278,3814
P,85984pr0011,85984
P,98603s01pr0006,98603
P,3068bpr0239,3068b
P,3626bpr0212,3626b
T,11459pat0001,11459
A,60623,60616a
P,3008pr0011,3008
T,85959pat0001,85959
P,970c00pr1102,970c00
B,2879,70720c01
P,3626bpr1088,3626b
P,30182pr0001,30182
P,3068bpr0362,3068b
P,970x028pr0004,970x028
P,32533pr0159,32533
P,30292pr9999,30292
P,3626cpr2000,3626c
P,3004pr9956,3004
R,46304,2446
P,3038pr0002,3038
T,47326pat0002,47326
R,85207pb01,87959pr0001
P,45462pr0001,45462
P,3626cpr2006,3626c
P,4215apr0015,4215a
P,32171pr0059,32171
P,3068bpr0486,3068b
P,970c00pr0357,970c00
P,47753pr0001,47753
P,2446pr0048,2446
P,970c00pr0343,970c00
P,3070bpr0143,3070b
P,30144pr0025,30144
P,3004pr9966,3004
P,3626cpr0911,3626c
P,2446pr0026,2446
P,50747pr0007,50747
P,4864bpr0016,4864b
T,11459pat0002,11459
P,3245cpr0003,3245c
P,3001apr0003,3001a
P,4444pr0007,4444
P,11691pr0003,11691
M,59895,3139
R,14518,87587
P,3626bpr0475,3626b
P,50995pr0003,50995
M,73590c02a,73590c01a
P,1022Apr0144,1022A
P,3068bpr0005,3068b
A,3861b,3861a
T,11439pat0001,11439
P,973pb0915,3814
P,3626cpr1990,3626c
R,7039,3634
A,dupupn0029c03,dupupn0029c01
P,31165pr0001,31165
P,2525pr0009,2525
P,3626bpr0190,3626b
P,3003pr0119,3003
R,3461,3481
A,4460b,4460a
P,21019x026pat01pr9999,21019x026pat01
P,98343pr0003,98343
P,98343pr0001,98343
B,3814,973c00
P,6881pr0001,6881b
P,98603s01pr0009,98603
P,3005pr9962,3005
P,3665pr0001,3665
P,3626cpr1974,3626c
P,3003pr0034,3003
P,3001pr0039,3001
P,970c00pr0191,970c00
P,3626cpr9909,3626c
P,30367cpr1012,30367c
P,973c35h01pr9999,973c35h01
P,1022Apr0149,1022A
P,3626bpr0790,3626b
P,45677pr0003,45677
T,47326pat0003,47326
R,85054pb01,87959pr0001
P,32171pr0047,32171
P,1022Apr0151,1022A
P,4066pr0001,4066
P,30350bpr0008,30350b
P,3626bpr0565,3626b
P,3069bpr0117,3069b
P,970c00pr0947,970c00
P,3626bpr0203,3626b
R,30174pr0001,970x154pr0757
P,970c00pr1096,970c00
P,4515pr0005,4515
P,3068bpr0144,3068b
P,65474pr0007,65474
P,3003pr0051,3003
P,76371pr9995,76371
P,14769pr1033,14769
P,14769pr1035,14769
P,3008apr0004,3008a
P,3068bpr0375,3068b
P,970c00pr0334,970c00
P,3664pr0027,3664
P,970c00pr0978,970c00
P,3068bpr0022,3068b
P,3003pr0053,3003
P,32171pr0032,32171
P,37352pr0008,37352
P,4066pr0178,4066
P,upn0141c01pr0003,upn0141c01
M,3023a,3023
P,3070bpr0029,3070b
P,3626apr0001,3626a
M,3626bpr0896,3626cpr0896
P,51725pr0005,51725
P,44375bpr0009,44375b
P,3626cpr0960,3626c
P,3008apr0012,3008a
P,3626cpr1644,3626c
P,22385pr0132,22385
P,973pb0126,3814
P,3626cpr1646,3626c
P,3001pr0001,3001
P,3010pr9933,3010
P,2587pr0027,2587
M,93789,4497
T,11439pat0002,11439
A,970c00pr1865,970c00pr1866
R,7039b,3634
P,18959pr0001,18959
R,3480,3462
R,3461,3462
R,upn0059,35199
P,2446pr0020,2446
M,73590c03a,73590c01a
P,970c00pr0027,970c00
R,14518,19551pr0001
P,11691pr0002,11691
P,26603pr0057,26603
R,16873pr0001,16875pr0001
P,3626bpr0321,3626b
P,970x005pr0147,970x005
P,92198pr0248,92198
P,87748pr0005,87748
T,87812pat0002,87812
P,59231pr0002,59231
P,970c00pr0180,970c00
P,3626bpr0260,3626b
B,70720,70720c01
P,3626bpr9959,3626b
P,970c00pr0036,970c00
P,30601pr0002,30601
P,4066pr0252,4066
P,3068bpr9721,3068b
P,65196pr0008,65196
P,66792pr0142,66792
P,4066pr0120,4066
P,3068bpr0316,3068b
P,4346pr0010,4346
P,3068bpr0277,3068b
P,3068bpr0308,3068b
P,3068bpr0283,3068b
